Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
607570,"7556JK 7 7    SE-12-20-3-58,400 Sq. Feet",,T,"2
 Residential",,92400,242000,0,334400,413 EDGAR AVE. N.W.,,,TV,2014
607580,"7556JK 7 8    SE-12-20-3-58,880 Sq. Feet",,T,"2
 Residential",,94100,169100,0,263200,415 EDGAR AVE. N.W.,,,TV,2014
608010,"3603FD 8 1    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,185500,0,269800,124 GEORGE ST. N.W.,,,TV,2014
608020,"3603FD 8 2    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,137300,0,221600,304 WINDSOR AVE. N.W.,,,TV,2014
608030,"3603FD 8 3,4    SE-12-20-3-512,000 Sq. Feet",,T,"2
 Residential",,100400,127700,0,228100,306 WINDSOR AVE. N.W.,,,TV,2014
608040,"3603FD 8 5,6    SE-12-20-3-512,000 Sq. Feet",,T,"2
 Residential",,100400,175100,0,275500,310 WINDSOR AVE. N.W.,,,TV,2014
608050,"3603FD 8 7    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,79900,0,164200,314 WINDSOR AVE. N.W.,,,TV,2014
608060,"3603FD 8 8    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,29800,0,114100,316 WINDSOR AVE. N.W.,,,TV,2014
608070,"3603FD 8 9    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,192900,0,277200,318 WINDSOR AVE. N.W.,,,TV,2014
608080,"3603FD 8 10,11    SE-12-20-3-512,000 Sq. Feet",,T,"2
 Residential",,100400,116100,0,216500,322 WINDSOR AVE. N.W.,,,TV,2014
608100,"3603FD 8 12    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,195500,0,279800,324 WINDSOR AVE. NW,,,TV,2014
608110,"3603FD 8 13    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,88400,84100,0,172500,326 WINDSOR AVE. N.W.,,,TV,2014
608120,"1236FK 8 14    SE-12-20-3-512,000 Sq. Feet",,T,"2
 Residential",,100400,222300,0,322700,301 EDGAR AVE. N.W.,,,TV,2014
608130,"5676JK 8 15    SE-12-20-3-59,000 Sq. Feet",,T,"2
 Residential",,94500,144200,0,238700,305 EDGAR AVE. N.W.,,,TV,2014
608140,"5676JK 8 16    SE-12-20-3-59,000 Sq. Feet",,T,"2
 Residential",,94500,184700,0,279200,307 EDGAR AVE. N.W.,,,TV,2014
608150,"5676JK 8 17    SE-12-20-3-58,400 Sq. Feet",,T,"2
 Residential",,92400,167100,0,259500,309 EDGAR AVE. N.W.,,,TV,2014
608160,"5676JK 8 18    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,88400,155800,0,244200,311 EDGAR AVE. N.W.,,,TV,2014
608170,"5676JK 8 19    SE-12-20-3-58,400 Sq. Feet",,T,"2
 Residential",,92400,162600,0,255000,313 EDGAR AVE. NW,,,TV,2014
608180,"5676JK 8 20    SE-12-20-3-58,100 Sq. Feet",,T,"2
 Residential",,91400,139700,0,231100,315 EDGAR AVE. N.W.,,,TV,2014
608185,"5676JK 8 21    SE-12-20-3-59,000 Sq. Feet",,T,"2
 Residential",,94500,149700,0,244200,317 EDGAR AVE. N.W.,,,TV,2014
608190,"5676JK 8 22    SE-12-20-3-59,000 Sq. Feet",,T,"2
 Residential",,94500,248700,0,343200,319 EDGAR AVE. N.W.,,,TV,2014
609010,"3603FD 9 1    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,95100,0,171600,202 WINDSOR AVE. N.W.,,,TV,2014
609020,"3603FD 9 2    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,151800,0,228300,204 WINDSOR AVE. N.W.,,,TV,2014
609030,"3603FD 9 E42'3    SE-12-20-3-55,040 Sq. Feet",,T,"2
 Residential",,67200,70700,0,137900,206 WINDSOR AVE. N.W.,,,TV,2014
609040,"3603FD 9 W3,4    SE-12-20-3-56,960 Sq. Feet",,T,"2
 Residential",,79500,159000,0,238500,208 WINDSOR AVE. N.W.,,,TV,2014
609050,"3603FD 9 5    SE-12-20-3-56,960 Sq. Feet",,T,"2
 Residential",,79500,166400,0,245900,210 WINDSOR AVE. N.W.,,,TV,2014
609060,"3603FD 9 6    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,115500,0,192000,212 WINDSOR AVE. N.W.,,,TV,2014
609070,"3603FD 9 7    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,76900,0,153400,214 WINDSOR AVE. N.W.,,,TV,2014
609075,"3603FD 9 8    SE-12-20-3-56,000 Sq. Feet",,T,"1
Residential Vacant",,76500,0,0,76500,216 WINDSOR AVE. N.W.,,,TV,2014
609080,"3603FD 9 9    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,233800,0,310300,218 WINDSOR AVE. N.W.,,,TV,2014
609090,"3603FD 9 E10    SE-12-20-3-53,000 Sq. Feet",,T,"2
 Residential",,45400,125000,0,170400,220A WINDSOR AVE. N.W.,,,TV,2014
609100,"3603FD 9 W10    SE-12-20-3-53,000 Sq. Feet",,T,"2
 Residential",,45400,123400,0,168800,220B WINDSOR AVE. N.W.,,,TV,2014
609110,"3603FD 9 E11    SE-12-20-3-53,000 Sq. Feet",,T,"2
 Residential",,45400,127300,0,172700,222A WINDSOR AVE. N.W.,,,TV,2014
609120,"3603FD 9 W11    SE-12-20-3-53,000 Sq. Feet",,T,"2
 Residential",,45400,124600,0,170000,222B WINDSOR AVE. N.W.,,,TV,2014
609130,"3603FD 9 12,13    SE-12-20-3-512,000 Sq. Feet",,T,"2
 Residential",,104300,123900,0,228200,224 WINDSOR AVE. N.W.,,,TV,2014
609150,"3603FD 9 14    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,119000,0,195500,225 EDGAR AVE. N.W.,,,TV,2014
609160,"3603FD 9 W15    SE-12-20-3-53,000 Sq. Feet",,T,"2
 Residential",,45400,103900,0,149300,223B EDGAR AVE. N.W.,,,TV,2014
609170,"3603FD 9 E15    SE-12-20-3-53,000 Sq. Feet",,T,"2
 Residential",,45400,101700,0,147100,223A EDGAR AVE. N.W.,,,TV,2014
609175,"3603FD 9 16    SE-12-20-3-56,000 Sq. Feet   50' X 120'",,T,"2
 Residential",,76500,162600,0,239100,221 Edgar Avenue N.W.,,,TV,2014
609180,"3603FD 9 17    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,171700,0,248200,219 EDGAR AVE. N.W.,,,TV,2014
609190,"3603FD 9 18    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,131800,0,208300,217 EDGAR AVE. N.W.,,,TV,2014
609200,"3603FD 9 19    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,173500,0,250000,215 EDGAR AVE. NW,,,TV,2014
609210,"3603FD 9 20    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,137700,0,214200,213 EDGAR AVE. N.W.,,,TV,2014
609220,"3603FD 9 21    SE-12-20-3-56,960 Sq. Feet",,T,"2
 Residential",,79500,120400,0,199900,211 EDGAR AVE. N.W.,,,TV,2014
609230,"3603FD 9 22    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,42300,0,118800,209 EDGAR AVE. NW,,,TV,2014
609240,"3603FD 9 23    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,99200,0,175700,207 EDGAR AVE. N.W.,,,TV,2014
609250,"3603FD 9 24    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,95600,0,172100,205 EDGAR AVE. N.W.,,,TV,2014
609260,"3603FD 9 25    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,187200,0,263700,203 EDGAR AVE. N.W.,,,TV,2014
609270,"3603FD 9 26    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,162700,0,239200,136 HUBERT ST. N.W.,,,TV,2014
610010,"1236FK 10 1    SE-12-20-3-54,680 Sq. Feet",,T,"2
 Residential",,63700,175600,0,239300,102 WINDSOR AVE. N.W.,,,TV,2014
610020,"1236FK 10 2    SE-12-20-3-54,680 Sq. Feet   40' X 117' = 4680",,T,"2
 Residential",,70100,31800,0,101900,104 WINDSOR AVE. N.W.,,,TV,2014
610030,"1236FK 10 3    SE-12-20-3-56,000 Sq. Feet   Lot = 50' X 120'",,T,"2
 Residential",,76500,94900,0,171400,106 WINDSOR AVE. N.W.,,,TV,2014
610040,"1236FK 10 4    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,137200,0,213700,108 WINDSOR AVE. N.W.,,,TV,2014
610050,"1236FK 10 5    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,154100,0,230600,110 WINDSOR AVE. N.W.,,,TV,2014
610060,"1236FK 10 6    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,62000,0,138500,112 WINDSOR AVE. N.W.,,,TV,2014
610070,"1236FK 10 7    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,178000,0,254500,114 WINDSOR AVE. N.W.,,,TV,2014
610080,"1236FK 10 8    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,81600,0,158100,133 EDGAR AVE. N.W.,,,TV,2014
610090,"1236FK 10 9    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,76000,0,152500,129 EDGAR AVE. N.W.,,,TV,2014
610100,"1236FK 10 10    SE-12-20-3-56,000 Sq. Feet   50' X 120' Lot Size",,T,"2
 Residential",,76500,39600,0,116100,125 EDGAR AVE. N.W.,,,TV,2014
610110,"1236FK 10 11    SE-12-20-3-56,000 Sq. Feet   50' X 120' = 6000ft2",,T,"3
Commercial",,28700,53700,0,82400,121 EDGAR AVE. N.W.,,,TV,2014
610115,"9311440 0 1    SE-12-20-3-53,810 Sq. Feet",,T,"2
 Residential",,57100,156500,0,213600,109 EDGAR AVE. N.W.,,,TV,2014
610120,"9311440 0 2    SE-12-20-3-53,810 Sq. Feet",,T,"2
 Residential",,57100,156500,0,213600,111 EDGAR AVE. N.W.,,,TV,2014
610125,"9311440 0 3    SE-12-20-3-53,810 Sq. Feet",,T,"2
 Residential",,51900,161700,0,213600,113 EDGAR AVE. N.W.,,,TV,2014
610130,"9311440 0 4    SE-12-20-3-53,810 Sq. Feet",,T,"2
 Residential",,51900,161700,0,213600,115 EDGAR AVE. N.W.,,,TV,2014
611010,"2229EW 11 1    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,198000,0,275500,202 EDGAR AVE. N.W.,,,TV,2014
611020,"9911741 11 25    SE-12-20-3-56,000 Sq. Feet   50'X120'",,T,"2
 Residential",,76500,166300,0,242800,204 EDGAR AVE. N.W.,,,TV,2014
611025,"9911741 11 26    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,61200,19300,0,80500,206 EDGAR AVE. N.W.,,,TV,2014
611030,"3603FD 11 3    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,77800,0,155300,208 EDGAR AVE. N.W.,,,TV,2014
611040,"3603FD 11 4    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,158000,0,235500,210 EDGAR AVE. N.W.,,,TV,2014
611050,"3603FD 11 5    SE-12-20-3-57,310 Sq. Feet",,T,"2
 Residential",,80600,109900,0,190500,212 EDGAR AVE. N.W.,,,TV,2014
611060,"3603FD 11 6    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,52500,0,130000,214 EDGAR AVE. N.W.,,,TV,2014
611070,"3603FD 11 7    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,83500,0,161000,216 EDGAR AVE. N.W.,,,TV,2014
611080,"3603FD 11 8    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,78900,0,156400,218 EDGAR AVE. N.W.,,,TV,2014
611090,"3603FD 11 9    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,65400,0,142900,220 EDGAR AVE. N.W.,,,TV,2014
611100,"3603FD 11 10    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,161000,0,238500,222 EDGAR AVE. N.W.,,,TV,2014
611110,"3603FD 11 11    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,119400,0,196900,224 EDGAR AVE. NW,,,TV,2014
611120,"3603FD 11 12    SE-12-20-3-56,300 Sq. Feet",,T,"2
 Residential",,77500,128400,0,205900,226 EDGAR AVE. N.W.,,,TV,2014
611130,"3603FD 11 13,14    SE-12-20-3-512,900 Sq. Feet   2 - 50' X 129' = 12,900ft2",,T,"2
 Residential",,101300,201500,0,302800,227 GEORGE ST. N.W.,,,TV,2014
611140,"3603FD 11 15    SE-12-20-3-56,450 Sq. Feet",,T,"2
 Residential",,77900,193900,0,271800,221 FRONTENAC AVE. N.W.,,,TV,2014
611150,"3603FD 11 16    SE-12-20-3-57,480 Sq. Feet",,T,"2
 Residential",,81100,190600,0,271700,219 FRONTENAC AVE. N.W.,,,TV,2014
611160,"3603FD 11 17    SE-12-20-3-56,450 Sq. Feet",,T,"2
 Residential",,77900,150300,0,228200,217 FRONTENAC AVE. N.W.,,,TV,2014
611170,"3603FD 11 18    SE-12-20-3-56,450 Sq. Feet   50' X 129' = 6450ft2",,T,"2
 Residential",,77900,181200,0,259100,215 FRONTENAC AVE. N.W.,,,TV,2014
611180,"3603FD 11 W19    SE-12-20-3-53,230 Sq. Feet",,T,"2
 Residential",,49500,114600,0,164100,213B FRONTENAC AVE. N.W.,,,TV,2014
611190,"3603FD 11 E19    SE-12-20-3-53,230 Sq. Feet",,T,"2
 Residential",,49500,106700,0,156200,213A FRONTENAC AVE. N.W.,,,TV,2014
611200,"3603FD 11 20,P21    SE-12-20-3-59,030 Sq. Feet",,T,"2
 Residential",,85800,137300,0,223100,211 FRONTENAC AVE. N.W.,,,TV,2014
611210,"3603FD 11 E21    SE-12-20-3-56,450 Sq. Feet",,T,"2
 Residential",,77900,89400,0,167300,209 FRONTENAC AVE. N.W.,,,TV,2014
611220,"3603FD 11 22    SE-12-20-3-56,450 Sq. Feet",,T,"2
 Residential",,77900,116100,0,194000,207 FRONTENAC AVE. N.W.,,,TV,2014
611230,"3603FD 11 23    SE-12-20-3-55,160 Sq. Feet",,T,"2
 Residential",,68300,137500,0,205800,205 FRONTENAC AVE. N.W.,,,TV,2014
611240,"3603FD 11 24A    SE-12-20-3-55,160 Sq. Feet",,T,"2
 Residential",,68300,59400,0,127700,203 FRONTENAC AVE. N.W.,,,TV,2014
611250,"2229EW 11 24    SE-12-20-3-56,450 Sq. Feet",,T,"2
 Residential",,77900,141600,0,219500,201 FRONTENAC AVE. N.W.,,,TV,2014
612000,"1236FK 12 1    SE-12-20-3-512,600 Sq. Feet   100' X 126' = 12,600",,T,"2
 Residential",,111200,105300,0,216500,302 EDGAR AVE. NW,,,TV,2014
612010,"1236FK 12 14    SE-12-20-3-512,900 Sq. Feet",,T,"2
 Residential",,101500,155500,0,257000,301 FRONTENAC AVE. N.W.,,,TV,2014
612020,"5676JK 12 2    SE-12-20-3-59,450 Sq. Feet",,T,"2
 Residential",,96000,184400,0,280400,306 EDGAR AVE. N.W.,,,TV,2014
612030,"5676JK 12 3    SE-12-20-3-59,450 Sq. Feet",,T,"2
 Residential",,96000,129500,0,225500,308 EDGAR AVE. N.W.,,,TV,2014
612040,"5676JK 12 4    SE-12-20-3-58,820 Sq. Feet",,T,"2
 Residential",,93900,150700,0,244600,310 EDGAR AVE. N.W.,,,TV,2014
612050,"5676JK 12 5    SE-12-20-3-57,560 Sq. Feet",,T,"2
 Residential",,89600,179700,0,269300,312 EDGAR AVE. N.W.,,,TV,2014
612060,"5676JK 12 6    SE-12-20-3-58,820 Sq. Feet",,T,"2
 Residential",,93900,169500,0,263400,314 EDGAR AVE. N.W.,,,TV,2014
612070,"5676JK 12 7    SE-12-20-3-57,560 Sq. Feet",,T,"2
 Residential",,89600,137500,0,227100,316 EDGAR AVE. N.W.,,,TV,2014
612080,"5676JK 12 8    SE-12-20-3-59,450 Sq. Feet",,T,"2
 Residential",,96000,192700,0,288700,318 EDGAR AVE. N.W.,,,TV,2014
612090,"5676JK 12 9    SE-12-20-3-59,450 Sq. Feet",,T,"2
 Residential",,96000,155900,0,251900,320 EDGAR AVE. N.W.,,,TV,2014
612100,"7610001 12 1    SE-12-20-3-58,390 Sq. Feet   65' X 128'",,T,"2
 Residential",,92400,230600,0,323000,305 FRONTENAC AVE. N.W.,,,TV,2014
612110,"7610001 12 2    SE-12-20-3-57,740 Sq. Feet",,T,"2
 Residential",,90200,194600,0,284800,307 FRONTENAC AVE. N.W.,,,TV,2014
612120,"7610001 12 3    SE-12-20-3-57,740 Sq. Feet",,T,"2
 Residential",,90200,190300,0,280500,309 FRONTENAC AVE. N.W.,,,TV,2014
612130,"7610001 12 4    SE-12-20-3-57,210 Sq. Feet",,T,"2
 Residential",,88400,213300,0,301700,311 FRONTENAC AVE. N.W.,,,TV,2014
612140,"7610001 12 5    SE-12-20-3-56,240 Sq. Feet",,T,"2
 Residential",,85100,162500,0,247600,313 FRONTENAC AVE. N.W.,,,TV,2014
612150,"7610001 12 6    SE-12-20-3-58,610 Sq. Feet",,T,"2
 Residential",,93100,187600,0,280700,315 FRONTENAC AVE. N.W.,,,TV,2014
612160,"7610001 12 7    SE-12-20-3-57,100 Sq. Feet",,T,"2
 Residential",,88000,189900,0,277900,317 FRONTENAC AVE. N.W.,,,TV,2014
612170,"7610001 12 8    SE-12-20-3-55,490 Sq. Feet",,T,"2
 Residential",,78800,210900,0,289700,316 FRONTENAC AVE. N.W.,,,TV,2014
612180,"7610001 12 9    SE-12-20-3-58,830 Sq. Feet",,T,"2
 Residential",,93900,186700,0,280600,314 FRONTENAC AVE. N.W.,,,TV,2014
612190,"7610001 12 10    SE-12-20-3-56,140 Sq. Feet",,T,"2
 Residential",,84800,206400,0,291200,312 FRONTENAC AVE. N.W.,,,TV,2014
612200,"7610001 12 11    SE-12-20-3-57,190 Sq. Feet",,T,"2
 Residential",,88300,219700,0,308000,310 FRONTENAC AVE. N.W.,,,TV,2014
612210,"7610001 12 12    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,88400,138900,0,227300,308 FRONTENAC AVE. N.W.,,,TV,2014
612220,"7610001 12 13    SE-12-20-3-56,600 Sq. Feet",,T,"2
 Residential",,86400,174300,0,260700,306 FRONTENAC AVE. N.W.,,,TV,2014
612230,"7610001 12 14    SE-12-20-3-58,400 Sq. Feet",,T,"2
 Residential",,92400,194600,0,287000,304 FRONTENAC AVE. N.W.,,,TV,2014
612240,"7610001 12 15    SE-12-20-3-59,730 Sq. Feet",,T,"2
 Residential",,96900,227300,0,324200,305 ROYAL AVE. N.W.,,,TV,2014
612250,"7610001 12 16    SE-12-20-3-58,060 Sq. Feet",,T,"2
 Residential",,91300,196500,0,287800,307 ROYAL AVE. N.W.,,,TV,2014
612260,"7610001 12 17    SE-12-20-3-57,650 Sq. Feet",,T,"2
 Residential",,89900,166100,0,256000,309 ROYAL AVE. N.W.,,,TV,2014
612270,"7610001 12 18    SE-12-20-3-58,340 Sq. Feet   60' X 140' = 8400",,T,"2
 Residential",,92200,176900,0,269100,311 ROYAL AVE. NW,,,TV,2014
612280,"7610001 12 19    SE-12-20-3-58,900 Sq. Feet",,T,"2
 Residential",,94100,173100,0,267200,313 ROYAL AVE. N.W.,,,TV,2014
612290,"7610001 12 20    SE-12-20-3-58,340 Sq. Feet",,T,"2
 Residential",,92200,182200,0,274400,315 ROYAL AVE. N.W.,,,TV,2014
612300,"7610001 12 21    SE-12-20-3-58,060 Sq. Feet",,T,"2
 Residential",,91300,153800,0,245100,317 ROYAL AVE. N.W.,,,TV,2014
612310,"7610001 12 22    SE-12-20-3-58,930 Sq. Feet",,T,"2
 Residential",,94200,196100,0,290300,319 ROYAL AVE. N.W.,,,TV,2014
612320,"7610001 12 23    SE-12-20-3-59,800 Sq. Feet",,T,"2
 Residential",,97200,180500,0,277700,321 ROYAL AVE. N.W.,,,TV,2014
612330,"7610001 12 24    SE-12-20-3-510,230 Sq. Feet",,T,"2
 Residential",,102100,174000,0,276100,401 ROYAL AVE. N.W.,,,TV,2014
612340,"7610001 12 25    SE-12-20-3-56,030 Sq. Feet",,T,"2
 Residential",,84400,162700,0,247100,301 ROBERT ST. N.W.,,,TV,2014
612350,"7610001 12 26    SE-12-20-3-56,030 Sq. Feet",,T,"2
 Residential",,84400,171600,0,256000,303 ROBERT ST. N.W.,,,TV,2014
612360,"7610001 12 27    SE-12-20-3-56,350 Sq. Feet",,T,"2
 Residential",,85500,241100,0,326600,305 ROBERT ST. N.W.,,,TV,2014
612370,"7610001 12 28    SE-12-20-3-56,670 Sq. Feet",,T,"2
 Residential",,86600,171500,0,258100,307 ROBERT ST. N.W.,,,TV,2014
612380,"7610001 12 29    SE-12-20-3-510,230 Sq. Feet",,T,"2
 Residential",,98200,259800,0,358000,309 ROBERT ST. N.W.,,,TV,2014
612390,"7610001 12 30    SE-12-20-3-510,440 Sq. Feet",,T,"2
 Residential",,98400,202200,0,300600,310 ROBERT ST. N.W.,,,TV,2014
612400,"7610001 12 31    SE-12-20-3-58,290 Sq. Feet",,T,"2
 Residential",,92100,188800,0,280900,308 ROBERT ST. NW,,,TV,2014
612410,"7610001 12 32    SE-12-20-3-55,270 Sq. Feet",,T,"2
 Residential",,76500,175500,0,252000,306 ROBERT ST. N.W.,,,TV,2014
612420,"7610001 12 33    SE-12-20-3-55,650 Sq. Feet",,T,"2
 Residential",,80600,178700,0,259300,304 ROBERT ST. N.W.,,,TV,2014
612430,"7610001 12 34    SE-12-20-3-55,920 Sq. Feet",,T,"2
 Residential",,83500,180600,0,264100,302 ROBERT ST. N.W.,,,TV,2014
612440,7610001 12 R35    SE-12-20-3-52.33 Acres,,E,"10
Municipal Public Lands-Exempt",,194300,0,0,194300,302 PUBLIC RESERVE,,,TV,2014
613010,"7556JK 13 8    SE-12-20-3-59,320 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,95500,3200,0,98700,416 EDGAR AVE. N.W.,,,TV,2014
613020,"7556JK 13 7    SE-12-20-3-58,820 Sq. Feet",,T,"2
 Residential",,93900,154300,0,248200,414 EDGAR AVE. N.W.,,,TV,2014
613030,"7556JK 13 6    SE-12-20-3-57,560 Sq. Feet",,T,"2
 Residential",,89600,141900,0,231500,412 EDGAR AVE. N.W.,,,TV,2014
613040,"7556JK 13 5    SE-12-20-3-58,190 Sq. Feet",,T,"2
 Residential",,91700,186200,0,277900,410 EDGAR AVE. N.W.,,,TV,2014
613050,"7556JK 13 4    SE-12-20-3-57,560 Sq. Feet",,T,"2
 Residential",,89600,168100,0,257700,408 EDGAR AVE. N.W.,,,TV,2014
613060,"7556JK 13 3    SE-12-20-3-58,190 Sq. Feet",,T,"2
 Residential",,91700,165700,0,257400,406 EDGAR AVE. N.W.,,,TV,2014
613070,"7556JK 13 1,2    SE-12-20-3-518,140 Sq. Feet",,T,"2
 Residential",,107900,223800,0,331700,402 EDGAR AVE N.W.,,,TV,2014
615010,"1236FK 15 1    SE-12-20-3-512,000 Sq. Feet",,T,"2
 Residential",,100400,149800,0,250200,302 FRONTENAC AVE. N.W.,,,TV,2014
615020,"1236FK 15 E14    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,88400,104100,0,192500,301 ROYAL AVE. N.W.,,,TV,2014
615030,"1236FK 15 W14    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,88400,159400,0,247800,303 ROYAL AVE. NW,,,TV,2014
616010,"2229EW 16 1    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,201700,0,278200,202 FRONTENAC AVE. N.W.,,,TV,2014
616020,"3603FD 16 1A    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,155100,0,231600,204 FRONTENAC AVE. N.W.,,,TV,2014
616030,"3603FD 16 2,P3    SE-12-20-3-57,920 Sq. Feet",,T,"2
 Residential",,82400,141900,0,224300,206 FRONTENAC AVE. N.W.,,,TV,2014
616040,"3603FD 16 P3    SE-12-20-3-55,040 Sq. Feet",,T,"2
 Residential",,67200,155200,0,222400,208 FRONTENAC AVE. N.W.,,,TV,2014
616050,"3603FD 16 4    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,107900,0,184400,210 FRONTENAC AVE. N.W.,,,TV,2014
616060,"3603FD 16 5    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,72300,0,148800,212 FRONTENAC AVE. N.W.,,,TV,2014
616070,"3603FD 16 6    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,141300,0,217800,214 FRONTENAC AVE. N.W.,,,TV,2014
616080,"3603FD 16 7    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,88700,0,165200,216 FRONTENAC AVE. N.W.,,,TV,2014
616090,"3603FD 16 8    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,146100,0,222600,218 FRONTENAC AVE. N.W.,,,TV,2014
616100,"3603FD 16 9    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,138500,0,215000,220 FRONTENAC AVE. N.W.,,,TV,2014
616110,"3603FD 16 10    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,76500,69200,0,145700,222 FRONTENAC AVE. N.W.,,,TV,2014
616115,"3603FD 16 11    SE-12-20-3-55,400 Sq. Feet",,T,"2
 Residential",,70700,141400,0,212100,224 FRONTENAC AVE. N.W.,,,TV,2014
616120,"3603FD 16 W11,12    SE-12-20-3-56,600 Sq. Feet",,T,"2
 Residential",,78400,147500,0,225900,226 FRONTENAC AVE. N.W.,,,TV,2014
616130,"3603FD 16 13    SE-12-20-3-58,350 Sq. Feet",,T,"2
 Residential",,83800,122000,0,205800,225 ROYAL AVE. N.W.,,,TV,2014
616140,"3603FD 16 14    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,72400,0,152600,223 ROYAL AVE. N.W.,,,TV,2014
616150,"3603FD 16 15    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,128600,0,208800,221 ROYAL AVE. N.W.,,,TV,2014
616160,"3603FD 16 16    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,100100,0,180300,219 ROYAL AVE. N.W.,,,TV,2014
616170,"3603FD 16 17    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,219800,0,300000,217 ROYAL AVE. N.W.,,,TV,2014
616180,"3603FD 16 18    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,93200,0,173400,215 ROYAL AVE. N.W.,,,TV,2014
616190,"3603FD 16 19    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,144200,0,224400,213 ROYAL AVE. N.W.,,,TV,2014
616200,"3603FD 16 20    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,204200,0,284400,211 ROYAL AVE. N.W.,,,TV,2014
616210,"3603FD 16 21    SE-12-20-3-57,200 Sq. Feet   Lot Area: 50' X 144' = 7200ft2",,T,"2
 Residential",,80200,237500,0,317700,209 ROYAL AVE. N.W.,,,TV,2014
616220,"3603FD 16 22    SE-12-20-3-57,200 Sq. Feet   Lot Area: 50' X 144' = 7200ft2",,T,"2
 Residential",,80200,209100,0,289300,207 ROYAL AVE. N.W.,,,TV,2014
